categories,id_on_platform,full_categories,name,description,product_id,length,width,height,weight,seller_name,lower_threshold,upper_threshold,coefficient,percent,trading_scheme,delivery_location,price,acquiring,fbo_fulfillment_amount,fbo_direct_flow_trans_min_amount,fbo_direct_flow_trans_max_amount,fbo_deliv_to_customer_amount,fbo_return_flow_amount,fbo_return_flow_trans_min_amount,fbo_return_flow_trans_max_amount,fbs_first_mile_min_amount,fbs_first_mile_max_amount,fbs_direct_flow_trans_min_amount,fbs_direct_flow_trans_max_amount,fbs_deliv_to_customer_amount,fbs_return_flow_amount,fbs_return_flow_trans_min_amount,fbs_return_flow_trans_max_amount,sales_percent_fbo,sales_percent_fbs,sales_percent
Корпуса для телефонов,213662478,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8A красный,Подходит для Huawei P Smart 2019,78293,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,325.0000,3,0,0,0,13.09,50,58,58,0,25,70,70,13.09,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662479,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 7X красный,Подходит для Huawei P Smart 2019,78285,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,,,299.0000,4,0,0,0,16.45,50,58,58,0,25,70,70,16.45,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662480,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8C синий,Подходит для Huawei P Smart 2019,78298,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,,,275.0000,3,0,0,0,13.48,50,58,58,0,25,70,70,13.48,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662481,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8 Lite 2017 золотой,Подходит для Huawei P Smart 2019,78290,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,210.0000,3,0,0,0,11.55,50,58,58,0,25,70,70,11.55,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662482,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8X Max синий,Подходит для Huawei P Smart 2019,78307,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,219.0000,3,0,0,0,12.05,50,58,58,0,25,70,70,12.05,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662483,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8 Lite 2017 черный,Подходит для Huawei P Smart 2019,78289,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,325.0000,3,0,0,0,13.09,50,58,58,0,25,70,70,13.09,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662484,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8 Lite 2017 серебристый,Подходит для Huawei P Smart 2019,78292,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,325.0000,3,0,0,0,13.92,50,58,58,0,25,70,70,13.92,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662485,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 7X синий,Подходит для Huawei P Smart 2019,78284,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,,,268.0000,3,0,0,0,13.97,50,58,58,0,25,70,70,13.97,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662486,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 7X золотой,Подходит для Huawei P Smart 2019,78283,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,,,270.0000,3,0,0,0,14.08,50,58,58,0,25,70,70,14.08,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662487,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8 синий,Подходит для Huawei P Smart 2019,78288,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,208.0000,3,0,0,0,11.44,50,58,58,0,25,70,70,11.44,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662488,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8X Max черный,Подходит для Huawei P Smart 2019,78306,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,180.0000,2,0,0,0,9.9,50,58,58,0,25,70,70,9.9,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213662489,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 8 Lite 2017 синий,Подходит для Huawei P Smart 2019,78291,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,217.0000,3,0,0,0,11.94,50,58,58,0,25,70,70,11.94,50,70,70,18.5,19.5,19.5
Запчасти для планшета,213669401,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson W580I W580 S500 S500I 2'',Подходит для Huawei P Smart 2019,8469,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,754.0000,10,0,0,0,41.47,50,63,63,0,25,76,76,41.47,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213669402,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson Xperia X8 X8a E15i 3'',Подходит для Huawei P Smart 2019,8462,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,1019.0000,14,0,0,0,56.05,50,63,63,0,25,76,76,56.05,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213669403,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson Xperia Mini (ST15i)  3'',Подходит для Huawei P Smart 2019,8466,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,954.0000,13,0,0,0,52.47,50,63,63,0,25,76,76,52.47,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213669404,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Xperia go ST27i 3.5'',Подходит для Huawei P Smart 2019,8468,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,1046.0000,14,0,0,0,57.53,50,63,63,0,25,76,76,57.53,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213669405,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson TXT Pro CK15 CK15i 3'',Подходит для Huawei P Smart 2019,8467,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,921.0000,12,0,0,0,50.66,50,63,63,0,25,76,76,50.66,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213669406,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson T715 T715i 2.2'',Подходит для Huawei P Smart 2019,8461,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,FBS,,366.0000,5,0,0,0,20.13,50,63,63,0,25,76,76,20.13,50,76,76,18.5,19.5,19.5
Корпуса для телефонов,213671263,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 10 Pro серый,Лоток для SIM-карты Huawei Mate 10 Pro серый,78327,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,250.0000,3,0,0,0,11.99,50,58,58,0,25,70,70,11.99,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671264,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 10 Lite черный,Лоток для SIM-карты Huawei Mate 10 Pro серый,78321,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,285.0000,3,0,0,0,13.31,50,58,58,0,25,70,70,13.31,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671265,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 9 Lite черный,Лоток для SIM-карты Huawei Mate 10 Pro серый,78309,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,275.0000,3,0,0,0,13.09,50,58,58,0,25,70,70,13.09,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671266,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 9 Lite серый,Лоток для SIM-карты Huawei Mate 10 Pro серый,78312,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,,,265.0000,3,0,0,0,12.76,50,58,58,0,25,70,70,12.76,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671267,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Mate 10 Pro черный,Лоток для SIM-карты Huawei Mate 10 Pro серый,78324,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,286.0000,3,0,0,0,11.5,50,58,58,0,25,70,70,11.5,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671268,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Honor 9X фиолетовый,Лоток для SIM-карты Huawei Mate 10 Pro серый,78315,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,287.0000,3,0,0,0,12.87,50,58,58,0,25,70,70,12.87,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671269,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor 9X голубой,Лоток для SIM-карты Huawei Mate 10 Pro серый,78314,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,486.0000,4,0,0,0,16.72,50,58,58,0,25,70,70,16.72,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671270,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 10 Lite синий,Лоток для SIM-карты Huawei Mate 10 Pro серый,78323,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,299.0000,3,0,0,0,12.98,50,58,58,0,25,70,70,12.98,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671271,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 10 Lite золотой,Лоток для SIM-карты Huawei Mate 10 Pro серый,78322,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,190.0000,3,0,0,0,10.45,50,58,58,0,25,70,70,10.45,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671272,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Mate 10,Лоток для SIM-карты Huawei Mate 10 Pro серый,78319,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,213.0000,3,0,0,0,11.72,50,58,58,0,25,70,70,11.72,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671273,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor 8X черный,Лоток для SIM-карты Huawei Mate 10 Pro серый,78300,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,296.0000,4,0,0,0,16.28,50,58,58,0,25,70,70,16.28,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671274,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor 8X синий,Лоток для SIM-карты Huawei Mate 10 Pro серый,78303,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,315.0000,4,0,0,0,14.52,50,58,58,0,25,70,70,14.52,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671275,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor 8X фиолетовый,Лоток для SIM-карты Huawei Mate 10 Pro серый,78302,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,287.0000,3,0,0,0,11.99,50,58,58,0,25,70,70,11.99,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671276,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor 8X красный,Лоток для SIM-карты Huawei Mate 10 Pro серый,78301,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,,,299.0000,3,0,0,0,14.08,50,58,58,0,25,70,70,14.08,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671277,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor Play 4T / Play 4T Pro черный,Лоток для SIM-карты Huawei Mate 10 Pro серый,81639,1.0,0.5,0.5,0.01,Продавец,0,0,0,0,FBS,,245.0000,3,0,0,0,13.48,50,58,58,0,25,70,70,13.48,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671278,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Mate 10 серебристый,Лоток для SIM-карты Huawei Mate 10 Pro серый,78320,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,201.0000,3,0,0,0,11.06,50,58,58,0,25,70,70,11.06,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671279,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Mate 10 Pro золотой,Лоток для SIM-карты Huawei Mate 10 Pro серый,78325,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,304.0000,3,0,0,0,12.27,50,58,58,0,25,70,70,12.27,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671280,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Mate 10 Pro синий,Лоток для SIM-карты Huawei Mate 10 Pro серый,78326,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,304.0000,3,0,0,0,12.27,50,58,58,0,25,70,70,12.27,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671281,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor 9 Lite синий,Лоток для SIM-карты Huawei Mate 10 Pro серый,78310,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,,,299.0000,4,0,0,0,15.62,50,58,58,0,25,70,70,15.62,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213671282,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Honor 9X черный,Лоток для SIM-карты Huawei Mate 10 Pro серый,78317,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,276.0000,3,0,0,0,13.09,50,58,58,0,25,70,70,13.09,50,70,70,18.5,19.5,19.5
Запчасти для планшета,213674384,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона LG Optimus One P500 3.2'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8479,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,366.0000,5,0,0,0,20.13,50,63,63,0,25,76,76,20.13,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674385,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson Xperia U ST25i 3.5'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8473,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,1139.0000,15,0,0,0,62.65,50,63,63,0,25,76,76,62.65,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674386,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона LG KP500 3'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8477,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,1000.0000,13,0,0,0,55,50,63,63,0,25,76,76,55,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674387,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона LG GW300 2.4'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8480,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,FBS,,844.0000,9,0,0,0,37.9,50,63,63,0,25,76,76,37.9,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674388,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson TXT (CK13i) 2.55'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8474,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,993.0000,13,0,0,0,54.62,50,63,63,0,25,76,76,54.62,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674389,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона LG VIEWTY KU990 3'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8478,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,FBS,,100.0000,1,0,0,0,5.5,50,63,63,0,25,76,76,5.5,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674390,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Xperia Tipo ST21i 3.2'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8472,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,904.0000,12,0,0,0,49.72,50,63,63,0,25,76,76,49.72,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674391,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson T707 W508 W508i 2'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8470,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,819.0000,11,0,0,0,45.05,50,63,63,0,25,76,76,45.05,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674392,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Xperia J ST26i 4'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8471,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,969.0000,13,0,0,0,53.3,50,63,63,0,25,76,76,53.3,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213674393,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Sony Ericsson W705 2.4'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8475,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,740.0000,10,0,0,0,40.7,50,63,63,0,25,76,76,40.7,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679206,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона LG Optimus 2X P990 4'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8481,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,947.0000,13,0,0,0,52.09,50,63,63,0,25,76,76,52.09,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679207,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Samsung Galaxy Fit S5670 3.3'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8493,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,893.0000,12,0,0,0,49.12,50,63,63,0,25,76,76,49.12,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679208,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Nokia 603 3.5'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8507,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,2209.0000,30,0,0,0,121.5,50,63,63,0,25,76,76,121.5,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679209,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Samsung Galaxy Mini S5570 3.14'',Лоток для SIM-карты Huawei Mate 10 Pro серый,8492,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,854.0000,11,0,0,0,46.97,50,63,63,0,25,76,76,46.97,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679210,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Y S5360 3'',Экран для телефона Y S5360 3'',8491,3.0,2.0,0.5,0.1,Продавец,0,0,0,0,,,890.0000,12,0,0,0,48.95,50,63,63,0,25,76,76,48.95,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679211,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона LG OPTIMUS L5 E610 E612 4'',Экран для телефона Y S5360 3'',8482,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,831.0000,11,0,0,0,45.71,50,63,63,0,25,76,76,45.71,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679212,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона HTC Windows Phone 8S A620e 4'',Экран для телефона Y S5360 3'',8510,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,FBS,,1288.0000,17,0,0,0,70.84,50,63,63,0,25,76,76,70.84,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679213,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона LG Optimus Black P970 4'',Экран для телефона Y S5360 3'',8483,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,850.0000,11,0,0,0,46.75,50,63,63,0,25,76,76,46.75,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679215,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона Samsung Galaxy S Duos S7562 4'',Экран для телефона Y S5360 3'',8494,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,1500.0000,20,0,0,0,82.5,50,63,63,0,25,76,76,82.5,50,76,76,18.5,19.5,19.5
Запчасти для планшета,213679216,"Miscellaneous accessories/Запчасти Access/Запчасти для планшетных компьютеров, электронных книг Access/Запчасти для планшета",Экран для телефона HTC Desire X T328e 4'',Экран для телефона Y S5360 3'',8511,3.0,2.0,0.5,0.03,Продавец,0,0,0,0,,,1156.0000,15,0,0,0,63.58,50,63,63,0,25,76,76,63.58,50,76,76,18.5,19.5,19.5
Корпуса для телефонов,213680271,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 20 фиолетовый,Экран для телефона Y S5360 3'',78330,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,205.0000,3,0,0,0,11.28,50,58,58,0,25,70,70,11.28,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680272,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 20 синий,Экран для телефона Y S5360 3'',78331,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,180.0000,2,0,0,0,9.9,50,58,58,0,25,70,70,9.9,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680273,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 20 Lite золотой,Экран для телефона Y S5360 3'',78333,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,315.0000,4,0,0,0,14.52,50,58,58,0,25,70,70,14.52,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680274,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 10 черный,Экран для телефона Y S5360 3'',78318,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,229.0000,3,0,0,0,12.6,50,58,58,0,25,70,70,12.6,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680275,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 20 Pro синий,Экран для телефона Y S5360 3'',78338,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,275.0000,3,0,0,0,12.87,50,58,58,0,25,70,70,12.87,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680276,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Держатели SIM-карты для телефонов,Лоток для SIM-карты Huawei Mate 40 Pro серебристый,Экран для телефона Y S5360 3'',81643,1.0,0.5,0.5,0.01,Продавец,0,0,0,0,FBS,,170.0000,2,0,0,0,9.35,50,58,58,0,25,70,70,9.35,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680277,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 20x серый,Экран для телефона Y S5360 3'',78341,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,268.0000,4,0,0,0,14.74,50,58,58,0,25,70,70,14.74,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680279,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 20 Pro красный,Экран для телефона Y S5360 3'',78335,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,275.0000,3,0,0,0,12.1,50,58,58,0,25,70,70,12.1,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680281,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 9 черный,Экран для телефона Y S5360 3'',78342,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,186.0000,2,0,0,0,10.23,50,58,58,0,25,70,70,10.23,50,70,70,18.5,19.5,19.5
Корпуса для телефонов,213680283,Miscellaneous accessories/Запчасти Access/Запчасти для телефонов Access/Корпуса для телефонов,Лоток для SIM-карты Huawei Mate 20 розовый,Экран для телефона Y S5360 3'',78328,0.7,0.7,0.5,0.01,Продавец,0,0,0,0,FBS,,213.0000,3,0,0,0,11.72,50,58,58,0,25,70,70,11.72,50,70,70,18.5,19.5,19.5
